,pt_no,coordinate
1363,pt_no1363,"[[-11.28843581753793], [-17.27284517667425], [-123.5]]"
1364,pt_no1364,"[[-36.11113011658506], [14.14337897135105], [5.799999999999998]]"
1365,pt_no1365,"[[-14.79301836209975], [2.485279024692144], [25.79999999999999]]"
1366,pt_no1366,"[[1.6183636871218], [13.15633189138], [4.999999999999993]]"
1367,pt_no1367,"[[-5.772576505691436], [14.17755352468492], [4.999999999999994]]"
1368,pt_no1368,"[[-3.941701099624742], [20.16065708929209], [4.999999999999994]]"
1369,pt_no1369,"[[-25.27502596384665], [0.3958127429854066], [15.8]]"
1370,pt_no1370,"[[-65.84466079479324], [48.00675659691489], [99.21230707223334]]"
1371,pt_no1371,"[[-16.50478568118551], [21.41909219809978], [5.799999999999995]]"
1372,pt_no1372,"[[-16.71511097236352], [29.0231082979033], [5.799999999999995]]"
1373,pt_no1373,"[[-15.8979738001645], [23.07685339787775], [15.79999999999999]]"
1374,pt_no1374,"[[-16.50478568118537], [21.41909219809979], [25.79999999999999]]"
1375,pt_no1375,"[[-16.71511097236332], [29.02310829790336], [25.79999999999999]]"
1376,pt_no1376,"[[-16.71511097236352], [29.02310829790334], [-14.99999999999993]]"
1377,pt_no1377,"[[-16.71511097236331], [29.02310829790339], [4.999999999999996]]"
1378,pt_no1378,"[[-16.50478568118537], [21.41909219809981], [4.999999999999996]]"
1379,pt_no1379,"[[-29.8443117323922], [23.7555753729272], [5.799999999999997]]"
1380,pt_no1380,"[[-9.76380584729176], [-9.30530824661532], [-65.76400221395835]]"
1381,pt_no1381,"[[-48.31081061246439], [-8.659910069751977], [-15.79999999999998]]"
1382,pt_no1382,"[[51.68918938753571], [-11.99324340308513], [-123.5]]"
1383,pt_no1383,"[[-8.310810612464325], [48.00675659691488], [110.5]]"
1384,pt_no1384,"[[16.68918938753561], [33.00675659691487], [5.799999999999987]]"
1385,pt_no1385,"[[-47.57536033681048], [3.869211368135637], [-123.5]]"
1386,pt_no1386,"[[51.68918938753572], [18.00675659691487], [-123.5]]"
1387,pt_no1387,"[[38.78789585083364], [10.45716012374577], [-123.5]]"
1388,pt_no1388,"[[51.68918938753573], [10.50688969661876], [-115.5221880942611]]"
1389,pt_no1389,"[[37.6990135217347], [16.05626051228807], [-108.8807606236707]]"
1390,pt_no1390,"[[16.68918938753561], [33.00675659691478], [-15.00000000000001]]"
1391,pt_no1391,"[[-26.19961351497848], [7.976354141057008], [5.799999999999996]]"
1392,pt_no1392,"[[-39.31081061246439], [-41.99324340308489], [26.59999999999999]]"
1393,pt_no1393,"[[-10.81806021723468], [17.58294070941944], [-14.99999999999993]]"
1394,pt_no1394,"[[-77.44857118229044], [48.0067565969149], [102.6889505770392]]"
1395,pt_no1395,"[[-73.3108106124643], [48.0067565969149], [113.5]]"
1396,pt_no1396,"[[-77.33004849893112], [37.02599448338174], [113.5]]"
1397,pt_no1397,"[[11.68918938753561], [12.57963726706895], [-25.79999999999998]]"
1398,pt_no1398,"[[11.68918938753561], [5.506756596914812], [-35.79999999999998]]"
1399,pt_no1399,"[[1.939571235675093], [11.95050802866024], [-35.79999999999997]]"
1400,pt_no1400,"[[-48.31081061246439], [-8.659910069752101], [-15.0]]"
1401,pt_no1401,"[[-38.22797829657939], [-7.129841680143286], [-14.99999999999994]]"
1402,pt_no1402,"[[-48.31081061246439], [-1.699500055406219], [-5.0]]"
1403,pt_no1403,"[[-48.31081061246439], [-8.659910069752101], [4.999999999999998]]"
1404,pt_no1404,"[[-38.22797829657939], [-7.129841680143237], [4.999999999999998]]"
1405,pt_no1405,"[[11.68918938753561], [5.506756596914727], [4.999999999999988]]"
1406,pt_no1406,"[[11.68918938753561], [5.506756596914727], [-15.00000000000001]]"
1407,pt_no1407,"[[-88.31081061246428], [48.0067565969149], [83.87499999999997]]"
1408,pt_no1408,"[[-77.19570674991621], [48.0067565969149], [91.19640643210343]]"
1409,pt_no1409,"[[16.68918938753561], [48.00675659691488], [26.59999999999999]]"
1410,pt_no1410,"[[16.68918938753561], [10.50675659691468], [-5.000000000000007]]"
1411,pt_no1411,"[[16.68918938753561], [18.00675659691473], [-15.00000000000001]]"
1412,pt_no1412,"[[-50.31184465808792], [-41.99324340308511], [-66.05629024342456]]"
1413,pt_no1413,"[[51.68918938753573], [20.21321760608657], [10.27023006310672]]"
1414,pt_no1414,"[[51.68918938753572], [3.071560270974771], [36.10060360315367]]"
1415,pt_no1415,"[[-66.65025934888769], [48.00675659691489], [-11.70976075119531]]"
1416,pt_no1416,"[[-53.18162811832548], [36.96068480183861], [-123.5]]"
1417,pt_no1417,"[[20.53812903588067], [-41.99324340308512], [35.18933171391325]]"
1418,pt_no1418,"[[16.68918938753561], [-41.99324340308489], [26.59999999999999]]"
1419,pt_no1419,"[[16.68918938753561], [-26.99324340308493], [26.59999999999999]]"
1420,pt_no1420,"[[-88.31081061246428], [24.21691927641103], [-3.716779788928648]]"
1421,pt_no1421,"[[51.68918938753572], [-41.99324340308513], [-108.6875]]"
1422,pt_no1422,"[[18.35704580039792], [48.00675659691488], [-53.84450590195844]]"
1423,pt_no1423,"[[7.778304676135299], [48.00675659691488], [-56.14112686283355]]"
1424,pt_no1424,"[[-35.96730323575019], [-41.99324340308512], [-97.92383529335689]]"
1425,pt_no1425,"[[-46.82641360654225], [-41.99324340308511], [-102.4732043993486]]"
1426,pt_no1426,"[[-47.12006602282416], [-22.25494444449747], [-123.5]]"
1427,pt_no1427,"[[-53.31081061246439], [33.00675659691487], [5.799999999999997]]"
1428,pt_no1428,"[[-53.31081061246439], [37.93265552791584], [15.8]]"
1429,pt_no1429,"[[-59.85697269053384], [48.00675659691489], [10.25264306562055]]"
1430,pt_no1430,"[[-16.64842317275836], [37.98481032599835], [-15.79999999999992]]"
1431,pt_no1431,"[[-7.911423597049644], [34.31259349296867], [-15.79999999999993]]"
1432,pt_no1432,"[[-11.47634964746493], [35.45021766262499], [-35.79999999999996]]"
1433,pt_no1433,"[[-10.8108106124644], [48.00675659691488], [-25.79999999999994]]"
1434,pt_no1434,"[[-53.31081061246439], [-31.91914233408616], [15.8]]"
1435,pt_no1435,"[[-3.457961809025978], [48.00675659691488], [36.86022388119443]]"
1436,pt_no1436,"[[9.980103484230217], [48.00675659691488], [36.58322678295987]]"
1437,pt_no1437,"[[-11.3108106124644], [48.00675659691488], [26.59999999999999]]"
1438,pt_no1438,"[[-15.27631440091996], [36.65277776177018], [26.59999999999999]]"
1439,pt_no1439,"[[-4.312890489805433], [36.37623014599735], [26.59999999999999]]"
1440,pt_no1440,"[[-73.87346107677025], [17.07023783232773], [-110.1711714757957]]"
1441,pt_no1441,"[[-53.31081061246439], [48.00675659691489], [-36.59999999999995]]"
1442,pt_no1442,"[[-57.07485494848734], [48.00675659691489], [-43.48451177905623]]"
1443,pt_no1443,"[[-5.235609305128712], [-41.99324340308512], [87.55793962897525]]"
1444,pt_no1444,"[[30.51864424779113], [-41.99324340308512], [-112.0658043342798]]"
1445,pt_no1445,"[[-35.38356083139506], [10.28323498185422], [-123.5]]"
1446,pt_no1446,"[[-88.31081061246428], [10.35686430258487], [-110.5980453595193]]"
1447,pt_no1447,"[[37.41672499580812], [48.00675659691487], [38.21885406229349]]"
1448,pt_no1448,"[[51.68918938753574], [48.00675659691487], [39.43750000000013]]"
1449,pt_no1449,"[[-88.31081061246428], [48.0067565969149], [-93.87500000000007]]"
1450,pt_no1450,"[[17.96324206867995], [48.00675659691488], [90.17036357459995]]"
1451,pt_no1451,"[[-32.31081061246424], [48.00675659691488], [-123.5]]"
1452,pt_no1452,"[[-25.09549791540581], [48.00675659691488], [-115.0416448167249]]"
1453,pt_no1453,"[[-39.31081061246439], [48.00675659691489], [26.59999999999999]]"
1454,pt_no1454,"[[-59.94566252550947], [48.00675659691489], [50.30992143760401]]"
1455,pt_no1455,"[[-52.57913455535915], [33.2698625664903], [48.96786602092752]]"
1456,pt_no1456,"[[-20.08567269956391], [-3.179275036332143], [-15.79999999999994]]"
1457,pt_no1457,"[[-88.3108106124643], [-11.88448232868547], [-46.11757458208727]]"
1458,pt_no1458,"[[-88.31081061246428], [2.983270755465085], [-46.10305546217393]]"
1459,pt_no1459,"[[-23.21495865754563], [14.23323892729933], [26.59999999999999]]"
1460,pt_no1460,"[[-26.52778227423359], [17.90361608922642], [26.59999999999999]]"
1461,pt_no1461,"[[39.01061102478393], [-18.0662857622879], [113.5]]"
1462,pt_no1462,"[[51.68918938753571], [-41.99324340308513], [-4.999999999999901]]"
1463,pt_no1463,"[[51.68918938753572], [-30.23527087787415], [-11.92636597656629]]"
1464,pt_no1464,"[[32.142114122759], [28.02061195508367], [-48.65076427069764]]"
1465,pt_no1465,"[[-25.8108106124644], [48.00675659691488], [-4.999999999999963]]"
1466,pt_no1466,"[[-25.81081061246439], [48.00675659691488], [15.79999999999999]]"
1467,pt_no1467,"[[-53.31081061246439], [48.00675659691489], [5.799999999999999]]"
1468,pt_no1468,"[[-57.64093763138658], [48.00675659691489], [5.399999999999999]]"
1469,pt_no1469,"[[-55.34753748185243], [-12.10636092559831], [60.94699696052709]]"
1470,pt_no1470,"[[-23.90251304905077], [4.93901235900654], [5.799999999999996]]"
1471,pt_no1471,"[[51.68918938753573], [21.1638144808357], [-65.16897022527854]]"
1472,pt_no1472,"[[-44.0519748121221], [-13.30417955233869], [26.59999999999999]]"
1473,pt_no1473,"[[-57.64093763138659], [-41.99324340308511], [5.400000000000089]]"
1474,pt_no1474,"[[-58.95842112301471], [-41.99324340308511], [-0.5312830404659135]]"
1475,pt_no1475,"[[-53.31081061246439], [-31.9191423340865], [-5.000000000000002]]"
1476,pt_no1476,"[[-53.31081061246439], [-41.99324340308524], [4.999999999999999]]"
1477,pt_no1477,"[[-5.984319721678105], [0.5784160341686402], [5.799999999999994]]"
1478,pt_no1478,"[[-6.640977296114041], [7.21275366150568], [5.799999999999994]]"
1479,pt_no1479,"[[17.23346648184282], [-41.99324340308512], [45.70588286409162]]"
1480,pt_no1480,"[[40.0725819133723], [26.29384729307984], [113.5]]"
1481,pt_no1481,"[[-88.31081061246428], [16.12919995260066], [6.430611855672794]]"
1482,pt_no1482,"[[-88.31081061246428], [48.0067565969149], [-5.000000000000099]]"
1483,pt_no1483,"[[-53.31081061246439], [3.006756596914656], [-15.0]]"
1484,pt_no1484,"[[-28.08996919820114], [-15.47756936987047], [-15.79999999999994]]"
1485,pt_no1485,"[[20.28245851273485], [22.36012212293599], [-98.26413312126803]]"
1486,pt_no1486,"[[-11.36829201101873], [3.64069240035851], [5.799999999999994]]"
1487,pt_no1487,"[[26.98252636929854], [-17.36428741990284], [59.0621373710056]]"
1488,pt_no1488,"[[36.58774813412894], [-11.89382614363262], [71.94144725698965]]"
1489,pt_no1489,"[[-88.31081061246428], [34.71346058262796], [-71.68966538789768]]"
1490,pt_no1490,"[[11.52137506298626], [-41.99324340308512], [-83.58727005826843]]"
1491,pt_no1491,"[[16.68918938753561], [37.93265552791584], [15.79999999999999]]"
1492,pt_no1492,"[[23.74029390104799], [48.00675659691488], [19.85088156148636]]"
1493,pt_no1493,"[[-88.31081061246428], [-4.820415822356566], [69.36359989395072]]"
1494,pt_no1494,"[[-73.86684918142396], [-5.291473917230817], [79.25017438925484]]"
1495,pt_no1495,"[[51.68918938753572], [-18.04716409050341], [-6.268031360760531]]"
1496,pt_no1496,"[[51.68918938753572], [-21.213715909179], [-18.89705389626175]]"
1497,pt_no1497,"[[-14.79301836209976], [2.485279024692147], [4.999999999999995]]"
1498,pt_no1498,"[[-11.3682920110188], [3.640692400358411], [4.999999999999995]]"
1499,pt_no1499,"[[18.35704580039774], [-41.99324340308512], [-53.84450590195839]]"
1500,pt_no1500,"[[10.23817752118804], [-41.99324340308512], [-45.80545024514903]]"
1501,pt_no1501,"[[20.7895593050611], [-41.99324340308512], [-43.20467034251517]]"
1502,pt_no1502,"[[-39.0513105025164], [1.364127650445461], [5.799999999999998]]"
1503,pt_no1503,"[[-31.71416006086668], [-1.499617466079982], [5.799999999999997]]"
1504,pt_no1504,"[[-35.38144409689696], [-3.535205219860155], [15.80000000000001]]"
1505,pt_no1505,"[[11.05715245544503], [48.00675659691488], [-98.73393256060902]]"
1506,pt_no1506,"[[40.70346867866675], [-41.99324340308513], [27.89519844951966]]"
1507,pt_no1507,"[[-65.13148220901448], [48.00675659691489], [59.93094697949057]]"
1508,pt_no1508,"[[-8.196401872641932], [29.61442912243182], [26.59999999999999]]"
1509,pt_no1509,"[[-13.58523977858471], [25.54709570410201], [26.59999999999999]]"
1510,pt_no1510,"[[-88.31081061246428], [-4.356991670454036], [18.16877647822261]]"
1511,pt_no1511,"[[-88.31081061246428], [9.93183018417379], [18.31575799013135]]"
1512,pt_no1512,"[[19.02699007473242], [28.61524511650897], [45.43010391019605]]"
1513,pt_no1513,"[[51.68918938753573], [37.93194878803662], [-84.42105937228757]]"
1514,pt_no1514,"[[-5.984319721678172], [0.5784160341685336], [-15.79999999999994]]"
1515,pt_no1515,"[[-28.08996919820107], [-15.47756936987059], [5.799999999999997]]"
1516,pt_no1516,"[[-37.5188838968479], [-15.01929936607601], [5.799999999999998]]"
1517,pt_no1517,"[[28.29565698111168], [48.00675659691488], [42.96191440968799]]"
1518,pt_no1518,"[[-88.3108106124643], [-19.35450353368216], [-84.63148760568633]]"
1519,pt_no1519,"[[-19.29870171454785], [12.33499031629332], [20.00004423488575]]"
1520,pt_no1520,"[[-28.0899691982011], [-15.47756936987051], [25.79999999999999]]"
1521,pt_no1521,"[[-28.54131141507668], [48.00675659691488], [99.90639766097323]]"
1522,pt_no1522,"[[3.505169365704443], [21.51914386261795], [5.799999999999993]]"
1523,pt_no1523,"[[3.180835183139099], [-41.99324340308512], [-111.7528267041075]]"
1524,pt_no1524,"[[-88.31081061246428], [2.972692130402223], [-97.60918811585054]]"
1525,pt_no1525,"[[-88.31081061246428], [10.43707032596965], [-84.75230205450102]]"
1526,pt_no1526,"[[-71.91288127354028], [13.13978473219644], [-88.5213493494658]]"
1527,pt_no1527,"[[-15.87837196771141], [-9.312143609518643], [-15.79999999999994]]"
1528,pt_no1528,"[[-48.31081061246439], [19.67342326358129], [4.999999999999998]]"
1529,pt_no1529,"[[16.97467599398831], [-41.99324340308512], [65.53293356975584]]"
1530,pt_no1530,"[[12.90609315447833], [-41.99324340308512], [56.38012201405189]]"
1531,pt_no1531,"[[-23.71728232908892], [13.9941519335022], [25.79999999999999]]"
1532,pt_no1532,"[[-88.31081061246428], [2.287410571153643], [57.24900910247152]]"
1533,pt_no1533,"[[-88.31081061246428], [9.18751027545904], [70.07887431509482]]"
1534,pt_no1534,"[[-88.3108106124643], [-17.12546161919319], [42.11322445444586]]"
1535,pt_no1535,"[[-69.85669723939284], [-19.49324340308495], [34.87695300932604]]"
1536,pt_no1536,"[[-36.11113011658504], [14.14337897135107], [4.999999999999998]]"
1537,pt_no1537,"[[51.68918938753571], [-19.72959533190148], [75.37463491194917]]"
1538,pt_no1538,"[[51.68918938753571], [-11.81343348798635], [61.77248020653825]]"
1539,pt_no1539,"[[16.97467599398876], [48.00675659691488], [65.53293356975614]]"
1540,pt_no1540,"[[-17.42072687663915], [4.107044948187812], [25.79999999999999]]"
1541,pt_no1541,"[[-88.31081061246428], [48.0067565969149], [-79.06250000000011]]"
1542,pt_no1542,"[[-88.31081061246428], [38.1227478588783], [-85.93233010316831]]"
1543,pt_no1543,"[[-28.08996919820113], [-15.47756936987048], [4.999999999999997]]"
1544,pt_no1544,"[[-28.08996919820108], [-15.47756936987059], [-14.99999999999994]]"
1545,pt_no1545,"[[-37.5188838968479], [-15.01929936607621], [-14.99999999999994]]"
1546,pt_no1546,"[[-65.36450133622182], [48.00675659691489], [-50.04479745912627]]"
1547,pt_no1547,"[[-66.28216244821687], [48.00675659691489], [-40.18118321921623]]"
1548,pt_no1548,"[[-4.93179445942571], [-21.99923618276824], [26.59999999999999]]"
1549,pt_no1549,"[[-88.31081061246428], [13.04082727361208], [59.23582061285225]]"
1550,pt_no1550,"[[-53.31081061246439], [-11.99324340308529], [-15.79999999999998]]"
1551,pt_no1551,"[[-53.31081061246439], [3.006756596914755], [-15.79999999999998]]"
1552,pt_no1552,"[[-53.31081061246439], [-4.493243403085273], [-25.79999999999998]]"
1553,pt_no1553,"[[-53.31081061246439], [-11.99324340308496], [26.6]]"
1554,pt_no1554,"[[-49.51483783111516], [-10.67047583489042], [-123.5]]"
1555,pt_no1555,"[[-36.11113011658506], [14.14337897135101], [-14.99999999999993]]"
1556,pt_no1556,"[[3.505169365704639], [21.51914386261786], [4.999999999999993]]"
1557,pt_no1557,"[[3.505169365704539], [21.51914386261786], [-14.99999999999993]]"
1558,pt_no1558,"[[11.68918938753561], [12.92739151754967], [-5.000000000000011]]"
1559,pt_no1559,"[[-27.9605472099782], [-20.42533305409431], [26.59999999999999]]"
1560,pt_no1560,"[[-20.83379416500675], [-15.22128874622624], [26.59999999999999]]"
1561,pt_no1561,"[[-21.79224300117531], [-19.72265045885374], [37.0048146817909]]"
1562,pt_no1562,"[[-88.3108106124643], [-27.84522890556848], [90.87033774559768]]"
1563,pt_no1563,"[[-23.71728232908894], [13.99415193350215], [-14.99999999999993]]"
1564,pt_no1564,"[[-25.24890947080528], [33.81905498216828], [4.999999999999996]]"
1565,pt_no1565,"[[-25.24890947080544], [33.81905498216818], [-14.99999999999993]]"
1566,pt_no1566,"[[-25.24890947080527], [33.81905498216825], [25.79999999999999]]"
1567,pt_no1567,"[[-25.24890947080543], [33.81905498216815], [5.799999999999996]]"
1568,pt_no1568,"[[-3.941701099624838], [20.16065708929219], [5.799999999999994]]"
1569,pt_no1569,"[[1.618363687121747], [13.15633189138014], [5.799999999999993]]"
1570,pt_no1570,"[[2.512659589690255], [-23.04206865691416], [-58.48636548099079]]"
1571,pt_no1571,"[[-12.06928718550152], [-1.661278305466801], [-35.79999999999996]]"
1572,pt_no1572,"[[16.68918938753561], [3.00675659691484], [5.799999999999987]]"
1573,pt_no1573,"[[16.68918938753561], [18.00675659691485], [5.799999999999987]]"
1574,pt_no1574,"[[16.68918938753561], [10.50675659691485], [15.79999999999999]]"
1575,pt_no1575,"[[11.68918938753561], [28.78056612072442], [15.79999999999999]]"
1576,pt_no1576,"[[31.79016075800126], [-21.56955681434567], [-49.522910929001]]"
1577,pt_no1577,"[[-88.31081061246428], [-4.148796141754879], [43.55999989333489]]"
1578,pt_no1578,"[[-88.31081061246428], [11.18561419625185], [45.32758449018141]]"
1579,pt_no1579,"[[-53.30752236061956], [-30.46201407899759], [-123.5]]"
1580,pt_no1580,"[[16.68918938753561], [18.00675659691473], [4.999999999999988]]"
1581,pt_no1581,"[[16.68918938753561], [3.006756596914641], [4.999999999999988]]"
1582,pt_no1582,"[[-36.11113011658503], [14.14337897135112], [25.8]]"
1583,pt_no1583,"[[-25.88874364878999], [36.26231592868584], [-35.79999999999996]]"
1584,pt_no1584,"[[-25.81081061246439], [48.00675659691488], [-25.79999999999994]]"
1585,pt_no1585,"[[-25.24890947080527], [33.81905498216828], [-15.79999999999992]]"
1586,pt_no1586,"[[51.68918938753572], [-4.364245825453644], [48.9340780662865]]"
1587,pt_no1587,"[[-67.75870765383628], [48.00675659691489], [85.47282103542467]]"
1588,pt_no1588,"[[-65.13148220901437], [-41.99324340308511], [59.9309469794905]]"
1589,pt_no1589,"[[-67.86461478624548], [-27.84511547959728], [48.79763446050847]]"
1590,pt_no1590,"[[51.68918938753572], [-30.07919678715066], [-26.34054222345156]]"
1591,pt_no1591,"[[-58.76380970544054], [-41.99324340308511], [-8.831040508975558]]"
1592,pt_no1592,"[[51.68918938753573], [22.92887424437087], [-29.44702031808785]]"
1593,pt_no1593,"[[51.68918938753573], [27.3435684288217], [-18.94274030719828]]"
1594,pt_no1594,"[[51.68918938753573], [35.95479218728541], [-26.21957019673837]]"
1595,pt_no1595,"[[5.427920838976252], [3.379809557270903], [26.59999999999999]]"
1596,pt_no1596,"[[-88.31081061246428], [17.82657888069373], [-71.77269355776038]]"
1597,pt_no1597,"[[-74.2407635647266], [-12.23915526751293], [-109.2434486189804]]"
1598,pt_no1598,"[[-14.70693514085473], [6.271221640444855], [4.999999999999995]]"
1599,pt_no1599,"[[26.44627765881832], [-41.99324340308512], [-62.09899467395235]]"
1600,pt_no1600,"[[-23.90251304905077], [4.93901235900654], [-14.99999999999993]]"
1601,pt_no1601,"[[-35.60542627806542], [11.94803676544328], [26.59999999999999]]"
1602,pt_no1602,"[[16.68918938753561], [-26.99324340308518], [5.799999999999987]]"
1603,pt_no1603,"[[-11.36829201101874], [3.6406924003585], [-14.99999999999994]]"
1604,pt_no1604,"[[-18.31081061246429], [48.00675659691488], [-123.5]]"
1605,pt_no1605,"[[-11.24112671501366], [37.4527222383595], [-123.5]]"
1606,pt_no1606,"[[-32.5266263046198], [-41.99324340308512], [-48.15219682942474]]"
1607,pt_no1607,"[[51.68918938753573], [-15.14701160750892], [-90.3998719995657]]"
1608,pt_no1608,"[[51.68918938753573], [-18.12205582521875], [-78.67138209105451]]"
1609,pt_no1609,"[[11.68918938753561], [28.78056612072432], [-5.000000000000011]]"
1610,pt_no1610,"[[-54.94114400623175], [-22.02870506378559], [47.90085493254459]]"
1611,pt_no1611,"[[-88.31081061246428], [2.828694652048945], [30.95129657730288]]"
1612,pt_no1612,"[[-23.90879693425315], [10.70260472592031], [-15.79999999999993]]"
1613,pt_no1613,"[[-22.31081061246439], [8.00675659691511], [5.799999999999995]]"
1614,pt_no1614,"[[-54.23531317573465], [10.24549347302879], [113.5]]"
1615,pt_no1615,"[[-52.31471665910647], [23.37395996090953], [113.5]]"
1616,pt_no1616,"[[-53.9885417085225], [13.51227001768049], [96.75998536041314]]"
1617,pt_no1617,"[[-88.31081061246428], [-4.422979575393526], [-110.6027046218089]]"
1618,pt_no1618,"[[-10.57486854462005], [24.72801657221875], [4.999999999999995]]"
1619,pt_no1619,"[[-10.81806021723456], [17.58294070941937], [4.999999999999995]]"
1620,pt_no1620,"[[-10.81806021723457], [17.58294070941935], [25.79999999999999]]"
1621,pt_no1621,"[[-10.57486854462007], [24.72801657221873], [25.79999999999999]]"
1622,pt_no1622,"[[-10.81806021723469], [17.58294070941944], [5.799999999999994]]"
1623,pt_no1623,"[[-10.57486854462028], [24.72801657221874], [5.799999999999994]]"
1624,pt_no1624,"[[-43.94858757834098], [29.98823297600335], [-81.01389854033118]]"
1625,pt_no1625,"[[-32.31081061246439], [-30.40648794495594], [-36.59999999999995]]"
1626,pt_no1626,"[[-60.44382201235145], [29.19086897407513], [-54.95551789753929]]"
1627,pt_no1627,"[[3.946441368645175], [27.24445256688652], [-84.52202827254402]]"
1628,pt_no1628,"[[-9.800769166167164], [27.1948281645763], [72.2320173928336]]"
1629,pt_no1629,"[[-5.306963198796], [8.474251731933434], [56.51517726765559]]"
1630,pt_no1630,"[[-24.87035549290945], [-8.863595311666021], [38.43561683458481]]"
1631,pt_no1631,"[[-50.67238736434621], [-29.61079709060873], [113.5]]"
1632,pt_no1632,"[[-53.32531279143571], [-18.12946355847199], [113.5]]"
1633,pt_no1633,"[[-40.98938897521607], [-18.0662857622879], [113.5]]"
1634,pt_no1634,"[[-47.57943272021146], [-21.09300421218175], [92.8720420485647]]"
1635,pt_no1635,"[[32.19454402576045], [-41.99324340308512], [15.30737350255067]]"
1636,pt_no1636,"[[-31.7141600608667], [-1.499617466080011], [-14.99999999999993]]"
1637,pt_no1637,"[[-10.56816011633924], [-16.39742150368937], [-15.79999999999994]]"
1638,pt_no1638,"[[-11.77224376940122], [-25.72896675105322], [26.59999999999999]]"
1639,pt_no1639,"[[-17.42072687663911], [11.9064682456424], [4.999999999999996]]"
1640,pt_no1640,"[[-20.05108223229017], [14.10822019799934], [4.999999999999996]]"
1641,pt_no1641,"[[-22.31081061246439], [8.00675659691511], [26.59999999999999]]"
1642,pt_no1642,"[[1.226375548694886], [-22.9056727487835], [-104.2737334060255]]"
1643,pt_no1643,"[[-3.98424175640955], [-11.68299546859181], [95.63472296660872]]"
1644,pt_no1644,"[[-8.310810612464309], [-11.99324340308511], [110.5]]"
1645,pt_no1645,"[[-8.310810612464312], [3.00675659691489], [110.5]]"
1646,pt_no1646,"[[4.608790035519846], [-4.370648138893493], [113.5]]"
1647,pt_no1647,"[[32.74510991844608], [48.00675659691488], [7.992012366902919]]"
1648,pt_no1648,"[[32.19454402576046], [48.00675659691488], [15.30737350255068]]"
1649,pt_no1649,"[[25.58666414692446], [48.00675659691488], [11.31308082837769]]"
1650,pt_no1650,"[[-25.36052896909409], [26.09278426900639], [-81.85715087556937]]"
1651,pt_no1651,"[[30.95496063873398], [3.600053987652161], [-102.1266197044328]]"
1652,pt_no1652,"[[-76.77744698296938], [-41.9932434030851], [-19.64445544024554]]"
1653,pt_no1653,"[[-10.72165747909099], [2.824418150231639], [-81.95875474473326]]"
1654,pt_no1654,"[[-16.12120009217042], [15.09362684650581], [4.999999999999996]]"
1655,pt_no1655,"[[22.65882658315519], [-8.336060942042582], [44.79312052178675]]"
1656,pt_no1656,"[[-25.13935192272127], [-24.44020183466218], [-35.79999999999996]]"
1657,pt_no1657,"[[-67.71171228016104], [17.98944125316263], [-123.5]]"
1658,pt_no1658,"[[-38.38369016857787], [23.2726926246253], [-64.31183920655967]]"
1659,pt_no1659,"[[22.90822296298744], [48.00675659691488], [-22.71475294281015]]"
1660,pt_no1660,"[[16.68918938753561], [37.93265552791583], [-25.79999999999998]]"
1661,pt_no1661,"[[-33.38882913503646], [-28.67517204674623], [97.07308920831774]]"
1662,pt_no1662,"[[-37.71028794182001], [-9.897920789670092], [97.99899837161308]]"
1663,pt_no1663,"[[16.68918938753561], [-11.9932434030853], [-15.79999999999999]]"
1664,pt_no1664,"[[-18.31081061246439], [8.006756596915107], [-4.999999999999968]]"
1665,pt_no1665,"[[16.68918938753561], [-31.91914233408635], [-25.79999999999999]]"
1666,pt_no1666,"[[22.90822296298744], [-41.99324340308512], [-22.71475294281013]]"
1667,pt_no1667,"[[2.165423325250046], [38.50493241286508], [4.999999999999993]]"
1668,pt_no1668,"[[11.68918938753561], [40.20063414793525], [-1.428571428571436]]"
1669,pt_no1669,"[[2.165423325249968], [38.50493241286507], [-14.99999999999993]]"
1670,pt_no1670,"[[-53.31081061246439], [-26.99324340308495], [26.6]]"
1671,pt_no1671,"[[-16.71511097236331], [29.02310829790339], [-15.79999999999993]]"
1672,pt_no1672,"[[7.778304676135196], [-41.99324340308512], [-56.14112686283347]]"
1673,pt_no1673,"[[-64.31266277673716], [26.22745994835575], [91.99581864639066]]"
1674,pt_no1674,"[[-24.69017708651914], [48.00675659691488], [-76.93677589244616]]"
1675,pt_no1675,"[[-12.6588046575525], [48.00675659691488], [-69.82486092527407]]"
1676,pt_no1676,"[[-0.6668072059449415], [6.730667125714], [26.59999999999999]]"
1677,pt_no1677,"[[-88.3108106124643], [-41.9932434030851], [83.87499999999997]]"
1678,pt_no1678,"[[-20.05108223229021], [14.10822019799931], [-14.99999999999993]]"
1679,pt_no1679,"[[-18.18023617856654], [-1.295372087406331], [44.88463781773135]]"
1680,pt_no1680,"[[-40.85016903287492], [-41.99324340308511], [-57.74615449703147]]"
1681,pt_no1681,"[[-53.35221088924234], [-41.99324340308511], [-54.17639047450697]]"
1682,pt_no1682,"[[38.68757373262225], [-41.99324340308513], [62.36324970228864]]"
1683,pt_no1683,"[[51.68918938753572], [10.20195605465982], [23.4420601067182]]"
1684,pt_no1684,"[[-16.23519409362419], [-4.757615797801776], [26.59999999999999]]"
1685,pt_no1685,"[[11.68918938753561], [40.33339133244169], [-9.125364431486886]]"
1686,pt_no1686,"[[23.68918938753571], [-41.99324340308512], [-123.5]]"
1687,pt_no1687,"[[-58.50696303517103], [-41.99324340308511], [-36.19999999999998]]"
