,pt_no,coordinate
1300,pt_no1300,"[[-21.33118300120333], [-41.99324340308512], [87.9493028288646]]"
1301,pt_no1301,"[[40.85498935976432], [-41.99324340308513], [102.4346202267993]]"
1302,pt_no1302,"[[38.69880833076914], [10.50675659691488], [113.5]]"
1303,pt_no1303,"[[51.68918938753571], [3.006756596914869], [113.5]]"
1304,pt_no1304,"[[51.68918938753572], [10.50675659691488], [101.9797059836235]]"
1305,pt_no1305,"[[28.81439973941934], [-41.99324340308512], [80.51661179840806]]"
1306,pt_no1306,"[[51.68918938753573], [48.00675659691487], [66.1]]"
1307,pt_no1307,"[[-74.78516264756274], [48.0067565969149], [-33.57364862602353]]"
1308,pt_no1308,"[[-66.30729880880085], [48.00675659691489], [-26.28331787798542]]"
1309,pt_no1309,"[[51.68918938753571], [-31.21569536403867], [102.4884037603989]]"
1310,pt_no1310,"[[20.29122954972721], [-18.35201288359365], [-123.5]]"
1311,pt_no1311,"[[-19.68006855458217], [1.812462587290874], [-14.99999999999994]]"
1312,pt_no1312,"[[-19.68006855458217], [1.812462587290874], [4.999999999999996]]"
1313,pt_no1313,"[[-19.96306565471945], [-16.97439226117679], [4.999999999999996]]"
1314,pt_no1314,"[[-20.84408540508559], [-14.75049428014279], [-4.999999999999975]]"
1315,pt_no1315,"[[-19.9630656547194], [-16.97439226117679], [-14.99999999999994]]"
1316,pt_no1316,"[[-10.56816011633927], [-16.39742150368942], [4.999999999999995]]"
1317,pt_no1317,"[[36.13363383198018], [48.00675659691487], [-123.5]]"
1318,pt_no1318,"[[40.69410119607285], [36.95500814219614], [-123.5]]"
1319,pt_no1319,"[[-17.42072687663914], [4.107044948187816], [5.799999999999995]]"
1320,pt_no1320,"[[-19.01404212461124], [8.34541504431067], [3.257184610048095]]"
1321,pt_no1321,"[[-14.8138927936515], [10.59272828571707], [-36.59999999999996]]"
1322,pt_no1322,"[[-27.52554326783018], [3.138048954393241], [-36.59999999999996]]"
1323,pt_no1323,"[[-22.66838143832818], [7.632503891960176], [-52.78091744163245]]"
1324,pt_no1324,"[[-25.3108106124644], [-41.99324340308489], [-36.59999999999996]]"
1325,pt_no1325,"[[-10.56816011633925], [-16.39742150368942], [-14.99999999999994]]"
1326,pt_no1326,"[[-16.61865654458066], [-24.25268022787814], [-14.99999999999994]]"
1327,pt_no1327,"[[51.68918938753573], [33.18724738357932], [-100.2829614050244]]"
1328,pt_no1328,"[[36.13363383198015], [-41.99324340308513], [-123.5]]"
1329,pt_no1329,"[[41.10571837047613], [-31.38721289139665], [-123.5]]"
1330,pt_no1330,"[[-73.9269990626774], [48.0067565969149], [89.61572566220946]]"
1331,pt_no1331,"[[-88.31081061246428], [48.0067565969149], [97.70000000000002]]"
1332,pt_no1332,"[[-88.31081061246428], [34.26832435143814], [89.44203380945828]]"
1333,pt_no1333,"[[-77.45388058370654], [48.0067565969149], [102.6412506416276]]"
1334,pt_no1334,"[[16.68918938753561], [-31.91914233408653], [-5.000000000000011]]"
1335,pt_no1335,"[[23.52790657352912], [-41.99324340308512], [-8.819236150936158]]"
1336,pt_no1336,"[[-72.75525505690871], [48.00675659691489], [-123.5]]"
1337,pt_no1337,"[[-28.01005542398154], [11.76540061083602], [25.79999999999999]]"
1338,pt_no1338,"[[-31.22759205352774], [6.09984872763058], [25.8]]"
1339,pt_no1339,"[[11.68918938753561], [5.50675659691484], [5.799999999999988]]"
1340,pt_no1340,"[[11.68918938753561], [5.50675659691484], [25.79999999999999]]"
1341,pt_no1341,"[[-10.57486854462019], [24.72801657221875], [-14.99999999999993]]"
1342,pt_no1342,"[[-16.71511097236344], [29.02310829790335], [-14.99999999999993]]"
1343,pt_no1343,"[[-10.57486854462018], [24.72801657221874], [4.999999999999995]]"
1344,pt_no1344,"[[16.68918938753561], [-11.99324340308496], [26.59999999999999]]"
1345,pt_no1345,"[[6.290546136777735], [-4.763129732064172], [26.59999999999999]]"
1346,pt_no1346,"[[-5.5242804654664], [-3.792444913507496], [15.79999999999999]]"
1347,pt_no1347,"[[-24.43158601659945], [36.00862518470305], [26.59999999999999]]"
1348,pt_no1348,"[[-25.31081061246439], [48.00675659691488], [26.59999999999999]]"
1349,pt_no1349,"[[-23.90251304905077], [4.939012359006554], [-14.99999999999993]]"
1350,pt_no1350,"[[-11.31081061246439], [-41.99324340308489], [26.59999999999999]]"
1351,pt_no1351,"[[-3.812857638924887], [-32.04181648458128], [26.59999999999999]]"
1352,pt_no1352,"[[-31.22759205352776], [6.099848727630565], [4.999999999999997]]"
1353,pt_no1353,"[[-17.42072687663914], [4.107044948187816], [-15.79999999999993]]"
1354,pt_no1354,"[[-20.80476981989933], [4.879430667042992], [-15.79999999999993]]"
1355,pt_no1355,"[[7.17397989537071], [48.00675659691488], [89.97031581815294]]"
1356,pt_no1356,"[[-56.44852906309215], [-41.99324340308511], [33.5214960028741]]"
1357,pt_no1357,"[[-45.00297642641878], [-32.56777388813654], [26.59999999999999]]"
1358,pt_no1358,"[[-53.31081061246439], [-26.99324340308495], [26.6]]"
1359,pt_no1359,"[[-19.68006855458216], [1.812462587290874], [5.799999999999995]]"
1360,pt_no1360,"[[-0.56495030581695], [-41.99324340308512], [-72.42599706258716]]"
1361,pt_no1361,"[[51.68918938753574], [37.31385857930393], [-112.8376764338616]]"
1362,pt_no1362,"[[-16.61865654458053], [-24.25268022787816], [5.799999999999995]]"
1363,pt_no1363,"[[-25.81081061246439], [-26.63570527819069], [5.799999999999996]]"
1364,pt_no1364,"[[-16.61865654458063], [-24.2526802278781], [25.79999999999999]]"
1365,pt_no1365,"[[-25.81081061246438], [-26.63570527819073], [25.79999999999999]]"
1366,pt_no1366,"[[-88.31081061246428], [48.0067565969149], [81.9]]"
1367,pt_no1367,"[[28.61830439612012], [33.04380654485452], [-123.5]]"
1368,pt_no1368,"[[16.68918938753561], [-4.49324340308528], [-25.79999999999999]]"
1369,pt_no1369,"[[51.68918938753572], [-20.35556908936251], [-52.84286109266031]]"
1370,pt_no1370,"[[12.56588571442693], [-9.777464610261745], [42.65834824407493]]"
1371,pt_no1371,"[[-16.12120009217047], [15.09362684650581], [5.799999999999995]]"
1372,pt_no1372,"[[-20.0510822322902], [14.10822019799932], [5.799999999999995]]"
1373,pt_no1373,"[[-17.92843907629848], [13.97199473239458], [11.84272034286034]]"
1374,pt_no1374,"[[-10.81806021723464], [17.58294070941942], [-15.79999999999993]]"
1375,pt_no1375,"[[-16.50478568118546], [21.4190921980998], [-15.79999999999993]]"
1376,pt_no1376,"[[-10.57486854462019], [24.72801657221873], [-15.79999999999993]]"
1377,pt_no1377,"[[-38.22797829657942], [-7.129841680143251], [4.999999999999998]]"
1378,pt_no1378,"[[-48.31081061246439], [-8.65991006975209], [4.999999999999998]]"
1379,pt_no1379,"[[-48.31081061246439], [-1.664379107124049], [-5.000000000000002]]"
1380,pt_no1380,"[[-38.2279782965794], [-7.129841680143258], [-14.99999999999994]]"
1381,pt_no1381,"[[-48.31081061246439], [-8.65991006975209], [-15.0]]"
1382,pt_no1382,"[[-88.3108106124643], [-12.36617468692934], [92.71164122771455]]"
1383,pt_no1383,"[[51.68918938753573], [-12.01694118060275], [-101.0001573180814]]"
1384,pt_no1384,"[[40.0725819133723], [26.29384729307984], [113.5]]"
1385,pt_no1385,"[[-48.31081061246439], [-8.659910069751966], [-15.79999999999998]]"
1386,pt_no1386,"[[28.75280005499697], [-1.004046879427742], [94.36767932967214]]"
1387,pt_no1387,"[[-53.31081061246439], [-4.493243403085145], [15.8]]"
1388,pt_no1388,"[[-53.31081061246439], [3.00675659691484], [25.8]]"
1389,pt_no1389,"[[51.68918938753573], [20.71294779172881], [-76.18338313194783]]"
1390,pt_no1390,"[[51.68918938753573], [19.8910864727688], [-90.78420404324993]]"
1391,pt_no1391,"[[33.51530566628279], [25.92575323744668], [-82.72240852944941]]"
1392,pt_no1392,"[[11.68918938753561], [5.506756596914755], [-35.79999999999998]]"
1393,pt_no1393,"[[1.939571235675096], [11.95050802866021], [-35.79999999999997]]"
1394,pt_no1394,"[[16.68918938753559], [-11.99324340308496], [-36.59999999999997]]"
1395,pt_no1395,"[[29.32761263565381], [-29.61079709060873], [113.5]]"
1396,pt_no1396,"[[26.68388992583532], [-18.13057000406508], [113.5]]"
1397,pt_no1397,"[[35.62961317685873], [2.345405182411067], [62.15274561668245]]"
1398,pt_no1398,"[[-53.31081061246439], [-31.9191423340865], [-5.000000000000002]]"
1399,pt_no1399,"[[-57.64093763138659], [-41.99324340308511], [5.400000000000091]]"
1400,pt_no1400,"[[-88.31081061246428], [12.88584613714416], [78.5028920304542]]"
1401,pt_no1401,"[[-88.31081061246428], [-0.9357414077859758], [73.74061018612088]]"
1402,pt_no1402,"[[31.83133441009802], [-41.99324340308512], [3.274602361754058]]"
1403,pt_no1403,"[[21.0193164064578], [48.00675659691488], [-15.39999999999995]]"
1404,pt_no1404,"[[16.68918938753561], [37.93265552791581], [-5.000000000000011]]"
1405,pt_no1405,"[[-8.310810612464305], [-26.9932434030851], [110.5]]"
1406,pt_no1406,"[[-37.97870600742448], [-21.68984652226834], [52.60783828872555]]"
1407,pt_no1407,"[[-49.21379967465842], [-16.57382990628908], [52.82846618419291]]"
1408,pt_no1408,"[[11.68918938753561], [-8.659910069751959], [-35.79999999999999]]"
1409,pt_no1409,"[[-18.02506377679132], [6.740862486809167], [24.2618946208588]]"
1410,pt_no1410,"[[27.76783133167189], [48.00675659691488], [-21.41101439227607]]"
1411,pt_no1411,"[[31.1657129513763], [48.00675659691488], [-12.90000000000002]]"
1412,pt_no1412,"[[-68.4971248027345], [11.96510968495818], [32.83235389730977]]"
1413,pt_no1413,"[[-67.78733417630498], [-41.99324340308511], [2.900000000000016]]"
1414,pt_no1414,"[[-64.3920091697702], [-41.99324340308511], [11.41249127977382]]"
1415,pt_no1415,"[[-66.72081236350414], [-41.99324340308511], [65.14080033318217]]"
1416,pt_no1416,"[[-53.31081061246439], [48.00675659691489], [26.6]]"
1417,pt_no1417,"[[-58.50696303517103], [48.00675659691489], [26.19999999999998]]"
1418,pt_no1418,"[[51.68918938753574], [48.00675659691487], [50.3]]"
1419,pt_no1419,"[[-31.94516284796124], [48.00675659691488], [81.988103596905]]"
1420,pt_no1420,"[[-40.04264719937302], [48.00675659691489], [73.71194231214251]]"
1421,pt_no1421,"[[-27.81364544592894], [48.00675659691488], [70.87285942562738]]"
1422,pt_no1422,"[[26.19284636965399], [-41.99324340308512], [6.805279366639825]]"
1423,pt_no1423,"[[20.44125578203909], [48.00675659691488], [35.07689127880614]]"
1424,pt_no1424,"[[16.68918938753561], [48.00675659691488], [26.59999999999999]]"
1425,pt_no1425,"[[9.689189387535606], [48.00675659691488], [35.69326673973659]]"
1426,pt_no1426,"[[51.68918938753571], [-41.99324340308513], [97.7]]"
1427,pt_no1427,"[[16.31507441358971], [31.54593635065293], [-77.50222564106802]]"
1428,pt_no1428,"[[-22.87732272833999], [1.219087303833462], [5.799999999999996]]"
1429,pt_no1429,"[[-21.11251500518423], [3.776496659847573], [10.41559951552621]]"
1430,pt_no1430,"[[51.68918938753575], [48.00675659691487], [-107.7]]"
1431,pt_no1431,"[[-66.27805081603196], [48.00675659691489], [-34.4944894426539]]"
1432,pt_no1432,"[[-53.31081061246439], [-26.99324340308519], [25.8]]"
1433,pt_no1433,"[[-53.31081061246439], [-19.49324340308519], [15.8]]"
1434,pt_no1434,"[[-24.02619193949078], [5.05094325987163], [26.59999999999999]]"
1435,pt_no1435,"[[-16.71511097236343], [29.02310829790331], [25.79999999999999]]"
1436,pt_no1436,"[[-16.50478568118545], [21.41909219809978], [25.79999999999999]]"
1437,pt_no1437,"[[-16.50478568118547], [21.41909219809978], [5.799999999999995]]"
1438,pt_no1438,"[[-16.71511097236345], [29.02310829790331], [5.799999999999995]]"
1439,pt_no1439,"[[9.568248214772765], [-41.99324340308512], [-83.69370992629356]]"
1440,pt_no1440,"[[14.39068182408456], [-25.78875539507969], [-77.27735868507375]]"
1441,pt_no1441,"[[-88.3108106124643], [-14.69943459789909], [66.18338313194786]]"
1442,pt_no1442,"[[-23.60732974421801], [-12.65731277208553], [-94.07768871552582]]"
1443,pt_no1443,"[[-8.310810612464302], [-41.9932434030851], [110.5]]"
1444,pt_no1444,"[[-13.31081061246431], [-41.99324340308512], [104.5048793705174]]"
1445,pt_no1445,"[[-47.99246525184096], [-28.00672373891894], [62.64762966971887]]"
1446,pt_no1446,"[[51.68918938753573], [-19.24411196041072], [-111.7908782124853]]"
1447,pt_no1447,"[[-27.3803066296166], [-11.80497120057094], [26.59999999999999]]"
1448,pt_no1448,"[[-26.19961351497848], [7.976354141057037], [25.79999999999999]]"
1449,pt_no1449,"[[-1.099101810005742], [48.00675659691488], [56.8588045412918]]"
1450,pt_no1450,"[[-5.793037623538893], [48.00675659691488], [68.26201778698199]]"
1451,pt_no1451,"[[-18.31081061246432], [10.50675659691489], [110.5]]"
1452,pt_no1452,"[[-36.11113011658504], [14.14337897135107], [4.999999999999998]]"
1453,pt_no1453,"[[-75.52614720033135], [48.0067565969149], [-68.31096495045247]]"
1454,pt_no1454,"[[-88.31081061246428], [39.13336193904827], [-68.20000000000002]]"
1455,pt_no1455,"[[-88.31081061246428], [48.0067565969149], [-60.3]]"
1456,pt_no1456,"[[-7.461467720433653], [-13.560946920453], [26.59999999999999]]"
1457,pt_no1457,"[[-8.651321338151803], [-18.51597107552261], [37.68413743898244]]"
1458,pt_no1458,"[[4.251821248326777], [-5.432263318720288], [-123.5]]"
1459,pt_no1459,"[[-57.64093763138658], [48.00675659691489], [-15.39999999999998]]"
1460,pt_no1460,"[[-15.2763144009199], [36.65277776177021], [26.59999999999999]]"
1461,pt_no1461,"[[-13.58523977858462], [25.54709570410201], [26.59999999999999]]"
1462,pt_no1462,"[[-8.196401872641854], [29.6144291224318], [26.59999999999999]]"
1463,pt_no1463,"[[-17.7002789211839], [25.79564347103761], [38.05238570938891]]"
1464,pt_no1464,"[[-7.792805428170581], [-20.44836452648317], [66.85915525744666]]"
1465,pt_no1465,"[[-15.87837196771136], [-9.312143609518614], [-14.99999999999994]]"
1466,pt_no1466,"[[-15.8783719677114], [-9.312143609518643], [4.999999999999996]]"
1467,pt_no1467,"[[51.68918938753572], [-6.755469799024098], [49.88039874885891]]"
1468,pt_no1468,"[[11.68918938753561], [28.7805661207244], [15.79999999999999]]"
1469,pt_no1469,"[[-58.50696303517103], [-41.99324340308511], [26.20000000000009]]"
1470,pt_no1470,"[[4.060485248155139], [48.00675659691488], [102.2559496968718]]"
1471,pt_no1471,"[[-42.83577147639679], [-41.99324340308511], [66.9790843837188]]"
1472,pt_no1472,"[[-48.10923634312886], [-41.99324340308511], [55.914179206147]]"
1473,pt_no1473,"[[-88.31081061246428], [24.74696013309899], [-17.85580208897811]]"
1474,pt_no1474,"[[-38.77781679234388], [3.115657946229734], [-57.85027940878818]]"
1475,pt_no1475,"[[-67.61804323673366], [-41.99324340308511], [20.051399103831]]"
1476,pt_no1476,"[[-75.3500148646277], [-41.9932434030851], [10.93157957300448]]"
1477,pt_no1477,"[[-75.29984865601716], [48.0067565969149], [74.58423336763684]]"
1478,pt_no1478,"[[38.72376698793842], [48.00675659691487], [-20.92883675073423]]"
1479,pt_no1479,"[[-46.42998487964891], [-7.568867502951964], [76.38709276766919]]"
1480,pt_no1480,"[[-57.10211537489081], [2.291699440044427], [78.5531616254961]]"
1481,pt_no1481,"[[-15.41312712037276], [-41.99324340308512], [48.9581474674082]]"
1482,pt_no1482,"[[-35.53635404784819], [-41.99324340308512], [56.88828568751876]]"
1483,pt_no1483,"[[51.68918938753573], [20.61275883515697], [-60.42414132098466]]"
1484,pt_no1484,"[[-73.95512788946125], [18.55716557071132], [15.87575759894363]]"
1485,pt_no1485,"[[-88.3108106124643], [-26.96098096630938], [-100.2055071977455]]"
1486,pt_no1486,"[[-75.65849450623669], [-41.9932434030851], [-100.7713542126452]]"
1487,pt_no1487,"[[5.467533404948572], [-41.99324340308512], [40.43366749387577]]"
1488,pt_no1488,"[[2.689189387535606], [-41.99324340308489], [26.59999999999999]]"
1489,pt_no1489,"[[-30.85852931783543], [2.43429553410468], [11.88792171381244]]"
1490,pt_no1490,"[[-17.42072687663914], [4.107044948187816], [26.59999999999999]]"
1491,pt_no1491,"[[-25.81081061246439], [48.00675659691488], [15.8]]"
1492,pt_no1492,"[[-16.64842317275853], [37.9848103259982], [25.79999999999999]]"
1493,pt_no1493,"[[-46.31081061246439], [-41.99324340308511], [35.6932667397366]]"
1494,pt_no1494,"[[15.92028378573975], [-41.99324340308512], [41.13955193850428]]"
1495,pt_no1495,"[[-76.72315722789344], [-41.9932434030851], [-43.80736225716933]]"
1496,pt_no1496,"[[-67.50494878316462], [-41.99324340308511], [-43.92899422688863]]"
1497,pt_no1497,"[[-76.29170686838206], [-41.9932434030851], [-53.22680617576515]]"
1498,pt_no1498,"[[-69.66298012356086], [-23.63872578992042], [-49.73026045236634]]"
1499,pt_no1499,"[[1.92229111659325], [11.21893178310683], [-36.59999999999997]]"
1500,pt_no1500,"[[21.88534181024224], [-41.99324340308512], [26.19999999999997]]"
1501,pt_no1501,"[[29.60751468673268], [-13.57080481139269], [-123.5]]"
1502,pt_no1502,"[[13.68639269291443], [-41.99324340308512], [-69.2817720282587]]"
1503,pt_no1503,"[[-20.05108223229019], [14.10822019799932], [25.79999999999999]]"
1504,pt_no1504,"[[-16.12120009217046], [15.09362684650581], [25.79999999999999]]"
1505,pt_no1505,"[[-17.92843907629847], [13.97199473239458], [19.3034460166041]]"
1506,pt_no1506,"[[9.725547422371385], [-16.0928176578193], [-123.5]]"
1507,pt_no1507,"[[-20.72763341653793], [23.88743196660149], [85.47722599816609]]"
1508,pt_no1508,"[[40.49614364195432], [-41.99324340308513], [8.79357448661914]]"
1509,pt_no1509,"[[-20.80476981989933], [11.13408252678723], [-15.79999999999993]]"
1510,pt_no1510,"[[-22.31081061246439], [8.00675659691511], [-15.79999999999993]]"
1511,pt_no1511,"[[-19.29870171454787], [12.33499031629331], [-20.44941872867145]]"
1512,pt_no1512,"[[-10.57486854462021], [24.72801657221873], [5.799999999999994]]"
1513,pt_no1513,"[[-10.81806021723465], [17.58294070941941], [5.799999999999994]]"
1514,pt_no1514,"[[-10.81806021723464], [17.58294070941941], [25.79999999999999]]"
1515,pt_no1515,"[[-10.5748685446202], [24.72801657221872], [25.79999999999999]]"
1516,pt_no1516,"[[-47.12318945782073], [48.00675659691489], [33.74518564529545]]"
1517,pt_no1517,"[[-31.86850165648091], [37.48436832147431], [-36.59999999999995]]"
1518,pt_no1518,"[[-35.60542627806544], [11.94803676544331], [26.59999999999999]]"
1519,pt_no1519,"[[-28.08996919820108], [-15.47756936987054], [-15.79999999999994]]"
1520,pt_no1520,"[[-0.5710225389435665], [-1.688906238039435], [87.64757266060917]]"
1521,pt_no1521,"[[-10.65655912357436], [48.00675659691488], [78.34576724045162]]"
1522,pt_no1522,"[[0.7870954037758864], [48.00675659691488], [77.61745283431085]]"
1523,pt_no1523,"[[-4.934330115563014], [48.00675659691488], [86.96714388451504]]"
1524,pt_no1524,"[[-9.385136697330918], [34.16988495180011], [80.07624350692599]]"
1525,pt_no1525,"[[-10.708792231191], [-3.65763980432814], [58.32041849565272]]"
1526,pt_no1526,"[[-15.60931629510211], [-14.03061499853358], [59.01338290793967]]"
1527,pt_no1527,"[[-63.6507689792447], [-41.99324340308511], [-59.42926026514006]]"
1528,pt_no1528,"[[-88.31081061246428], [34.72222181646373], [-52.34301080428523]]"
1529,pt_no1529,"[[51.68918938753573], [6.911084878163038], [-52.63678509496089]]"
1530,pt_no1530,"[[-36.89201592415109], [-25.65760625945449], [-15.79999999999994]]"
1531,pt_no1531,"[[51.68918938753573], [-19.08671168251645], [-69.57675443912248]]"
1532,pt_no1532,"[[-33.61547396218388], [48.00675659691488], [63.48651352334498]]"
1533,pt_no1533,"[[-53.31081061246439], [37.93265552791584], [15.8]]"
1534,pt_no1534,"[[-60.37423123236134], [48.00675659691489], [19.53385372062604]]"
1535,pt_no1535,"[[17.17832077159573], [-41.99324340308512], [-55.81860751045292]]"
1536,pt_no1536,"[[16.68918938753561], [-4.493243403085394], [-5.000000000000009]]"
1537,pt_no1537,"[[-41.57578250096337], [19.12842682588504], [54.86235087960783]]"
1538,pt_no1538,"[[-55.60527072368064], [12.72725200082721], [54.66687316394705]]"
1539,pt_no1539,"[[29.98301443348007], [-41.99324340308512], [-4.327710212859708]]"
1540,pt_no1540,"[[23.8939703525259], [-41.99324340308512], [0.3751869824155865]]"
1541,pt_no1541,"[[-39.89749842461418], [26.38627581807691], [113.5]]"
1542,pt_no1542,"[[-34.89244130256168], [25.31630257419064], [-35.79999999999995]]"
1543,pt_no1543,"[[-48.31081061246439], [19.67342326358147], [-35.79999999999998]]"
1544,pt_no1544,"[[-10.81081061246439], [48.00675659691488], [-4.999999999999964]]"
1545,pt_no1545,"[[0.6551606413570985], [-22.54637365458006], [45.42067405099813]]"
1546,pt_no1546,"[[-36.42795093767937], [48.00675659691488], [107.0729416830703]]"
1547,pt_no1547,"[[-23.90879693425314], [10.70260472592029], [-15.79999999999993]]"
1548,pt_no1548,"[[-23.71728232908892], [13.99415193350217], [-15.79999999999993]]"
1549,pt_no1549,"[[-16.12120009217046], [15.09362684650582], [-15.79999999999993]]"
1550,pt_no1550,"[[-16.50478568118545], [21.4190921980998], [4.999999999999996]]"
1551,pt_no1551,"[[-10.81806021723463], [17.58294070941942], [4.999999999999995]]"
1552,pt_no1552,"[[-16.50478568118546], [21.4190921980998], [-14.99999999999993]]"
1553,pt_no1553,"[[-10.81806021723463], [17.58294070941942], [-14.99999999999993]]"
1554,pt_no1554,"[[-61.78000634801152], [48.00675659691489], [40.24951088725613]]"
1555,pt_no1555,"[[-52.12431217490014], [48.00675659691489], [41.59722590587111]]"
1556,pt_no1556,"[[-18.34755088738696], [-28.68227537107607], [-123.5]]"
1557,pt_no1557,"[[-39.29157272599749], [-31.01248128955195], [113.5]]"
1558,pt_no1558,"[[51.68918938753573], [-6.659549142261419], [-60.60994655403991]]"
1559,pt_no1559,"[[-88.3108106124643], [-41.9932434030851], [-44.5]]"
1560,pt_no1560,"[[-88.3108106124643], [-28.19274735315865], [-52.32244323057817]]"
1561,pt_no1561,"[[-12.06928718550155], [-1.661278305466801], [-35.79999999999996]]"
1562,pt_no1562,"[[-1.329027939307043], [28.35846544727877], [4.999999999999993]]"
1563,pt_no1563,"[[11.68918938753561], [28.78056612072429], [-5.000000000000011]]"
1564,pt_no1564,"[[3.505169365704631], [21.51914386261783], [4.999999999999993]]"
1565,pt_no1565,"[[-1.329027939307057], [28.35846544727878], [-14.99999999999993]]"
1566,pt_no1566,"[[3.505169365704624], [21.51914386261783], [-14.99999999999993]]"
1567,pt_no1567,"[[-31.57280895127305], [26.90417894605563], [-106.2460360076749]]"
1568,pt_no1568,"[[-64.28065114423703], [48.00675659691489], [31.69661441442086]]"
1569,pt_no1569,"[[-25.88874364878999], [36.26231592868586], [-35.79999999999996]]"
1570,pt_no1570,"[[-25.81081061246439], [48.00675659691488], [-25.79999999999994]]"
1571,pt_no1571,"[[-25.24890947080536], [33.8190549821682], [-15.79999999999992]]"
1572,pt_no1572,"[[-88.3108106124643], [-14.5992456413273], [50.42414132098463]]"
1573,pt_no1573,"[[-88.31081061246428], [-1.02651609039853], [58.38836920814188]]"
1574,pt_no1574,"[[-71.65141371197475], [-12.09860946943978], [55.6412094261802]]"
1575,pt_no1575,"[[-20.80476981989933], [4.879430667042992], [25.79999999999999]]"
1576,pt_no1576,"[[-18.84932367230034], [5.914019349762316], [26.0868518047007]]"
1577,pt_no1577,"[[-26.03173475463049], [-5.175405370931813], [26.59999999999999]]"
1578,pt_no1578,"[[-17.69701831426663], [-7.524482443081617], [49.77186303254396]]"
1579,pt_no1579,"[[-88.31081061246428], [37.70924385928467], [103.1861119790678]]"
1580,pt_no1580,"[[-20.80476981989933], [11.13408252678723], [5.799999999999995]]"
1581,pt_no1581,"[[19.29640048076385], [20.03309620096645], [-123.5]]"
1582,pt_no1582,"[[-18.31081061246431], [-31.91914233408608], [110.5]]"
1583,pt_no1583,"[[-13.92317470708772], [-25.4898975511318], [93.45667179596879]]"
1584,pt_no1584,"[[-7.420808043746751], [-7.757195181304667], [25.79999999999999]]"
1585,pt_no1585,"[[-11.36829201101875], [3.640692400358457], [5.799999999999994]]"
1586,pt_no1586,"[[6.689189387535691], [48.00675659691488], [113.5]]"
1587,pt_no1587,"[[-25.24890947080536], [33.81905498216818], [5.799999999999996]]"
1588,pt_no1588,"[[-25.24890947080534], [33.81905498216819], [25.79999999999999]]"
1589,pt_no1589,"[[16.68918938753561], [-19.49324340308517], [15.79999999999999]]"
1590,pt_no1590,"[[-12.17256799776388], [-0.2119140045829155], [26.59999999999999]]"
1591,pt_no1591,"[[-88.3108106124643], [-13.09701754236895], [-102.5073623635187]]"
1592,pt_no1592,"[[16.68918938753561], [-41.99324340308489], [26.59999999999999]]"
1593,pt_no1593,"[[-88.31081061246428], [3.006756596914897], [113.5]]"
1594,pt_no1594,"[[39.87660600646871], [48.00675659691487], [-37.58122553854254]]"
1595,pt_no1595,"[[51.68918938753575], [48.00675659691487], [-44.5]]"
1596,pt_no1596,"[[-58.50696303517103], [-41.99324340308511], [-36.19999999999999]]"
1597,pt_no1597,"[[-56.68143068728151], [-41.99324340308511], [-46.43563916946201]]"
1598,pt_no1598,"[[-53.3108106124644], [-26.99324340308495], [-36.59999999999995]]"
1599,pt_no1599,"[[-10.56816011633922], [-16.39742150368939], [-15.79999999999994]]"
1600,pt_no1600,"[[51.68918938753573], [-6.885881374841446], [-88.51123878105139]]"
1601,pt_no1601,"[[-23.71728232908892], [13.99415193350217], [25.79999999999999]]"
1602,pt_no1602,"[[-23.90879693425314], [10.70260472592029], [25.79999999999999]]"
1603,pt_no1603,"[[4.076767243500033], [23.93845106951516], [-87.61948796450838]]"
1604,pt_no1604,"[[-72.28003384792588], [19.2722732395267], [-64.5621188721039]]"
1605,pt_no1605,"[[6.842437415861006], [-41.99324340308512], [88.07642512569267]]"
1606,pt_no1606,"[[-2.621389037312515], [7.980061759925527], [65.18353797056727]]"
1607,pt_no1607,"[[-26.08858839024204], [48.00675659691488], [-123.5]]"
1608,pt_no1608,"[[-18.22038047824137], [48.00675659691488], [-110.0807035812452]]"
1609,pt_no1609,"[[-18.30666080079548], [34.54759184534728], [-123.5]]"
1610,pt_no1610,"[[11.68918938753561], [-1.57657673641873], [-5.000000000000016]]"
1611,pt_no1611,"[[-39.31571047108152], [4.640026289127649], [82.94678509915151]]"
1612,pt_no1612,"[[-49.30609629849832], [9.432589177963933], [68.35282906459236]]"
1613,pt_no1613,"[[24.68093343157462], [14.57498557810819], [-96.62694678284106]]"
1614,pt_no1614,"[[-27.19433016894184], [2.052023229729912], [5.799999999999996]]"
1615,pt_no1615,"[[-88.31081061246428], [12.21789859703197], [3.294177787382637]]"
1616,pt_no1616,"[[2.165423325249975], [38.50493241286509], [5.799999999999993]]"
1617,pt_no1617,"[[11.68918938753561], [40.20063414793528], [19.37142857142856]]"
1618,pt_no1618,"[[2.165423325249986], [38.50493241286508], [25.79999999999999]]"
1619,pt_no1619,"[[-88.31081061246428], [22.05623780665701], [-4.151661824840176]]"
1620,pt_no1620,"[[-37.51888389684789], [-15.0192993660762], [-14.99999999999994]]"
1621,pt_no1621,"[[-14.93448807980413], [8.662771557538095], [-4.99999999999997]]"
1622,pt_no1622,"[[-42.59972873227036], [27.9021410457404], [26.59999999999999]]"
1623,pt_no1623,"[[-27.1109186125239], [-2.850560846960006], [91.77477459937752]]"
1624,pt_no1624,"[[-44.62185719001452], [-1.74943793683839], [44.30899877498137]]"
