,pt_no,coordinate
275,pt_no275,"[[133.8675917869867], [70.31428840552535]]"
276,pt_no276,"[[15.6260663583696], [8.437668126472943]]"
277,pt_no277,"[[119.3343075769837], [81.07564411263051]]"
278,pt_no278,"[[20.99466644513188], [32.5413754911497]]"
279,pt_no279,"[[185.6178485197644], [43.33677839424988]]"
280,pt_no280,"[[105.6813333333333], [88.89577289655173]]"
281,pt_no281,"[[157.933778253967], [9.386294245871412]]"
282,pt_no282,"[[168.3518333333333], [8.724700297841302]]"
283,pt_no283,"[[112.1735978835979], [9.588009347147434]]"
284,pt_no284,"[[81.01255555555558], [9.642413895945424]]"
285,pt_no285,"[[90.0], [0.0]]"
286,pt_no286,"[[130.3951267915569], [78.86938132635736]]"
287,pt_no287,"[[21.28307472501797], [44.5]]"
288,pt_no288,"[[22.97103123193735], [38.5]]"
289,pt_no289,"[[243.4678032908645], [43.87964625309466]]"
290,pt_no290,"[[30.0], [0.0]]"
291,pt_no291,"[[97.40744444444448], [19.0]]"
292,pt_no292,"[[21.38705306433559], [20.65168208605857]]"
293,pt_no293,"[[37.44308832652375], [49.0650715016912]]"
294,pt_no294,"[[85.79666666666665], [71.0]]"
295,pt_no295,"[[91.47799999999998], [71.0]]"
296,pt_no296,"[[280.0], [10.0]]"
297,pt_no297,"[[270.0], [0.0]]"
298,pt_no298,"[[270.0], [10.0]]"
299,pt_no299,"[[280.0], [90.0]]"
300,pt_no300,"[[270.0], [90.0]]"
301,pt_no301,"[[270.0], [100.0]]"
302,pt_no302,"[[22.45124016575491], [26.592443087807]]"
303,pt_no303,"[[150.0], [0.0]]"
304,pt_no304,"[[105.7282384943963], [76.79213335029958]]"
305,pt_no305,"[[142.044778253967], [9.38336179885556]]"
306,pt_no306,"[[74.434], [71.0]]"
307,pt_no307,"[[119.8846666666667], [71.0]]"
308,pt_no308,"[[125.566], [71.0]]"
309,pt_no309,"[[102.8406666666666], [71.0]]"
310,pt_no310,"[[108.522], [71.0]]"
311,pt_no311,"[[114.2033333333333], [71.0]]"
312,pt_no312,"[[300.0], [0.0]]"
313,pt_no313,"[[300.0], [100.0]]"
314,pt_no314,"[[149.8146666666667], [19.0]]"
315,pt_no315,"[[123.333], [20.0]]"
316,pt_no316,"[[118.1478888888889], [20.0]]"
317,pt_no317,"[[128.5182222222222], [20.0]]"
318,pt_no318,"[[35.18522222222221], [20.0]]"
319,pt_no319,"[[40.37044444444443], [20.0]]"
320,pt_no320,"[[45.55566666666664], [20.0]]"
321,pt_no321,"[[50.74088888888886], [20.0]]"
322,pt_no322,"[[55.92611111111108], [20.0]]"
323,pt_no323,"[[61.11133333333331], [20.0]]"
324,pt_no324,"[[66.29655555555553], [20.0]]"
325,pt_no325,"[[133.7034444444444], [20.0]]"
326,pt_no326,"[[138.8886666666666], [20.0]]"
327,pt_no327,"[[144.0738888888889], [20.0]]"
328,pt_no328,"[[149.2591111111111], [20.0]]"
329,pt_no329,"[[154.4443333333333], [20.0]]"
330,pt_no330,"[[159.6295555555555], [20.0]]"
331,pt_no331,"[[164.8147777777778], [20.0]]"
332,pt_no332,"[[170.0], [25.55555555555556]]"
333,pt_no333,"[[170.0], [22.77777777777778]]"
334,pt_no334,"[[170.0], [39.44444444444444]]"
335,pt_no335,"[[170.0], [42.22222222222222]]"
336,pt_no336,"[[163.3333333333333], [45.0]]"
337,pt_no337,"[[166.6666666666667], [45.0]]"
338,pt_no338,"[[160.0], [45.0]]"
339,pt_no339,"[[156.6666666666667], [45.0]]"
340,pt_no340,"[[153.3333333333333], [45.0]]"
341,pt_no341,"[[150.0], [45.0]]"
342,pt_no342,"[[146.6666666666667], [45.0]]"
343,pt_no343,"[[170.0], [33.88888888888889]]"
344,pt_no344,"[[170.0], [36.66666666666667]]"
345,pt_no345,"[[81.85211111111113], [20.0]]"
346,pt_no346,"[[87.03722222222225], [20.0]]"
347,pt_no347,"[[92.22233333333337], [20.0]]"
348,pt_no348,"[[97.40744444444448], [20.0]]"
349,pt_no349,"[[102.5925555555556], [20.0]]"
350,pt_no350,"[[107.7776666666667], [20.0]]"
351,pt_no351,"[[112.9627777777778], [20.0]]"
352,pt_no352,"[[170.0], [31.11111111111111]]"
353,pt_no353,"[[170.0], [28.33333333333334]]"
354,pt_no354,"[[76.667], [20.0]]"
355,pt_no355,"[[108.3333333333333], [70.0]]"
356,pt_no356,"[[102.7777777777778], [70.0]]"
357,pt_no357,"[[97.22222222222223], [70.0]]"
358,pt_no358,"[[91.66666666666666], [70.0]]"
359,pt_no359,"[[30.0], [33.88888888888889]]"
360,pt_no360,"[[30.0], [36.66666666666666]]"
361,pt_no361,"[[30.0], [39.44444444444444]]"
362,pt_no362,"[[30.0], [31.11111111111111]]"
363,pt_no363,"[[30.0], [28.33333333333333]]"
364,pt_no364,"[[30.0], [25.55555555555556]]"
365,pt_no365,"[[71.48177777777776], [20.0]]"
366,pt_no366,"[[170.0], [45.0]]"
367,pt_no367,"[[43.33333333333333], [45.0]]"
368,pt_no368,"[[40.0], [45.0]]"
369,pt_no369,"[[36.66666666666666], [45.0]]"
370,pt_no370,"[[33.33333333333334], [45.0]]"
371,pt_no371,"[[30.0], [42.22222222222222]]"
372,pt_no372,"[[30.0], [22.77777777777778]]"
373,pt_no373,"[[140.0], [45.0]]"
374,pt_no374,"[[143.3333333333333], [45.0]]"
375,pt_no375,"[[138.3333333333333], [47.77777777777778]]"
376,pt_no376,"[[60.0], [45.0]]"
377,pt_no377,"[[61.66666666666667], [47.77777777777778]]"
378,pt_no378,"[[56.66666666666666], [45.0]]"
379,pt_no379,"[[170.0], [20.0]]"
380,pt_no380,"[[46.66666666666667], [45.0]]"
381,pt_no381,"[[125.0], [70.0]]"
382,pt_no382,"[[126.6666666666667], [67.22222222222221]]"
383,pt_no383,"[[119.4444444444444], [70.0]]"
384,pt_no384,"[[75.0], [70.0]]"
385,pt_no385,"[[80.55555555555556], [70.0]]"
386,pt_no386,"[[73.33333333333334], [67.22222222222223]]"
387,pt_no387,"[[30.0], [45.0]]"
388,pt_no388,"[[30.0], [20.0]]"
389,pt_no389,"[[86.11111111111111], [70.0]]"
390,pt_no390,"[[136.6666666666667], [50.55555555555556]]"
391,pt_no391,"[[135.0], [53.33333333333333]]"
392,pt_no392,"[[133.3333333333333], [56.11111111111111]]"
393,pt_no393,"[[131.6666666666667], [58.88888888888889]]"
394,pt_no394,"[[130.0], [61.66666666666666]]"
395,pt_no395,"[[128.3333333333333], [64.44444444444444]]"
396,pt_no396,"[[113.8888888888889], [70.0]]"
397,pt_no397,"[[71.66666666666667], [64.44444444444444]]"
398,pt_no398,"[[70.0], [61.66666666666667]]"
399,pt_no399,"[[68.33333333333334], [58.88888888888889]]"
400,pt_no400,"[[66.66666666666667], [56.11111111111111]]"
401,pt_no401,"[[65.0], [53.33333333333334]]"
402,pt_no402,"[[63.33333333333334], [50.55555555555556]]"
403,pt_no403,"[[53.33333333333333], [45.0]]"
404,pt_no404,"[[50.0], [45.0]]"
